Cygnus version: 0.28.0.6,File version: 2021.11
Operative system: Windows
Record datetime: 2024-07-02 10:22:02.042
Device ID: A8EEG_DONGLE_BWS2540
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,Fp1,Fp2,Fz,C3,C4,Pz,O1,O2,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.092,10591,375000.0,362294.02,375000.0,375000.0,375000.0,366120.36,375000.0,368576.56,,,,,
0.093,10592,375000.0,362371.83,375000.0,375000.0,375000.0,366068.87,375000.0,368515.97,,,,,
0.094,10593,375000.0,362475.84,375000.0,375000.0,375000.0,366012.24,375000.0,368448.95,,,,,
0.095,10594,375000.0,362609.14,375000.0,375000.0,375000.0,365931.7,375000.0,368357.75,,,,,
0.096,10595,375000.0,362771.17,375000.0,375000.0,375000.0,365814.19,375000.0,368230.22,,,,,
0.097,10596,375000.0,362953.11,375000.0,375000.0,375000.0,365661.48,375000.0,368068.93,,,,,
0.098,10597,375000.0,363136.0,375000.0,375000.0,375000.0,365493.78,375000.0,367894.72,,,,,
0.099,10598,375000.0,363293.03,375000.0,375000.0,375000.0,365346.13,375000.0,367743.11,,,,,
0.100,10599,375000.0,363395.45,375000.0,375000.0,375000.0,365258.16,375000.0,367654.06,,,,,
0.101,10600,375000.0,363420.42,375000.0,375000.0,375000.0,365260.73,375000.0,367658.56,,,,,
0.102,10601,375000.0,363358.08,375000.0,375000.0,375000.0,365364.24,375000.0,367766.95,,,,,
0.103,10602,375000.0,363215.42,375000.0,375000.0,375000.0,365553.16,375000.0,367963.46,,,,,
0.104,10603,375000.0,363015.23,375000.0,375000.0,375000.0,365789.38,375000.0,368209.4,,,,,
0.105,10604,375000.0,362790.59,375000.0,375000.0,375000.0,366023.29,375000.0,368454.34,,,,,
0.106,10605,375000.0,362576.46,375000.0,375000.0,375000.0,366209.02,375000.0,368651.26,,,,,
0.107,10606,375000.0,362401.19,375000.0,375000.0,375000.0,366317.95,375000.0,368770.3,,,,,
0.108,10607,375000.0,362280.91,375000.0,375000.0,375000.0,366345.82,375000.0,368805.92,,,,,
0.109,10608,375000.0,362218.23,375000.0,375000.0,375000.0,366310.66,375000.0,368775.12,,,,,
0.110,10609,375000.0,362205.51,375000.0,375000.0,375000.0,366242.82,375000.0,368707.72,,,,,
0.111,10610,375000.0,362230.85,375000.0,375000.0,375000.0,366171.42,375000.0,368632.82,,,,,
0.112,10611,375000.0,362284.37,375000.0,375000.0,375000.0,366112.65,375000.0,368567.17,,,,,
0.113,10612,375000.0,362361.97,375000.0,375000.0,375000.0,366064.75,375000.0,368509.97,,,,,
0.114,10613,375000.0,362465.32,375000.0,375000.0,375000.0,366011.3,375000.0,368445.92,,,,,
0.115,10614,375000.0,362598.05,375000.0,375000.0,375000.0,365931.23,375000.0,368355.05,,,,,
0.116,10615,375000.0,362760.14,375000.0,375000.0,375000.0,365811.07,375000.0,368224.85,,,,,
0.117,10616,375000.0,362942.9,375000.0,375000.0,375000.0,365654.31,375000.0,368059.53,,,,,
0.118,10617,375000.0,363127.08,375000.0,375000.0,375000.0,365483.92,375000.0,367882.62,,,,,
0.119,10618,375000.0,363285.28,375000.0,375000.0,375000.0,365336.81,375000.0,367731.49,,,,,
0.120,10619,375000.0,363388.21,375000.0,375000.0,375000.0,365252.36,375000.0,367645.92,,,,,
0.121,10620,375000.0,363412.78,375000.0,375000.0,375000.0,365259.19,375000.0,367654.74,,,,,
0.122,10621,375000.0,363349.28,375000.0,375000.0,375000.0,365364.83,375000.0,367765.51,,,,,
0.123,10622,375000.0,363205.06,375000.0,375000.0,375000.0,365552.24,375000.0,367960.86,,,,,
0.124,10623,375000.0,363003.36,375000.0,375000.0,375000.0,365784.08,375000.0,368202.76,,,,,
0.125,10624,375000.0,362777.54,375000.0,375000.0,375000.0,366013.5,375000.0,368443.33,,,,,
0.126,10625,375000.0,362562.68,375000.0,375000.0,375000.0,366197.64,375000.0,368638.46,,,,,
0.127,10626,375000.0,362387.23,375000.0,375000.0,375000.0,366309.3,375000.0,368759.7,,,,,
0.128,10627,375000.0,362267.37,375000.0,375000.0,375000.0,366343.03,375000.0,368800.52,,,,,
0.129,10628,375000.0,362205.79,375000.0,375000.0,375000.0,366313.77,375000.0,368775.11,,,,,
0.130,10629,375000.0,362194.78,375000.0,375000.0,375000.0,366248.65,375000.0,368710.23,,,,,
0.131,10630,375000.0,362222.17,375000.0,375000.0,375000.0,366175.34,375000.0,368633.65,,,,,
0.132,10631,375000.0,362277.54,375000.0,375000.0,375000.0,366111.25,375000.0,368563.2,,,,,
0.133,10632,375000.0,362356.23,375000.0,375000.0,375000.0,366057.71,375000.0,368500.93,,,,,
0.134,10633,375000.0,362459.52,375000.0,375000.0,375000.0,366001.43,375000.0,368434.46,,,,,
0.135,10634,375000.0,362591.17,375000.0,375000.0,375000.0,365922.7,375000.0,368345.05,,,,,
0.136,10635,375000.0,362751.71,375000.0,375000.0,375000.0,365806.93,375000.0,368219.06,,,,,
0.137,10636,375000.0,362933.27,375000.0,375000.0,375000.0,365654.77,375000.0,368058.02,,,,,
0.138,10637,375000.0,363117.3,375000.0,375000.0,375000.0,365486.44,375000.0,367882.83,,,,,
0.139,10638,375000.0,363276.62,375000.0,375000.0,375000.0,365337.78,375000.0,367729.95,,,,,
0.140,10639,375000.0,363381.59,375000.0,375000.0,375000.0,365249.41,375000.0,367640.36,,,,,
0.141,10640,375000.0,363408.41,375000.0,375000.0,375000.0,365252.51,375000.0,367645.48,,,,,
0.142,10641,375000.0,363346.64,375000.0,375000.0,375000.0,365356.95,375000.0,367755.14,,,,,
0.143,10642,375000.0,363203.22,375000.0,375000.0,375000.0,365546.33,375000.0,367952.59,,,,,
0.144,10643,375000.0,363001.44,375000.0,375000.0,375000.0,365781.98,375000.0,368198.49,,,,,
0.145,10644,375000.0,362775.08,375000.0,375000.0,375000.0,366014.68,375000.0,368442.61,,,,,
0.146,10645,375000.0,362559.62,375000.0,375000.0,375000.0,366199.68,375000.0,368638.93,,,,,
0.147,10646,375000.0,362383.69,375000.0,375000.0,375000.0,366309.61,375000.0,368758.76,,,,,
0.148,10647,375000.0,362263.39,375000.0,375000.0,375000.0,366340.59,375000.0,368797.01,,,,,
0.149,10648,375000.0,362201.17,375000.0,375000.0,375000.0,366309.85,375000.0,368770.06,,,,,
0.150,10649,375000.0,362189.26,375000.0,375000.0,375000.0,366246.08,375000.0,368706.23,,,,,
0.151,10650,375000.0,362215.74,375000.0,375000.0,375000.0,366176.77,375000.0,368633.15,,,,,
0.152,10651,375000.0,362270.7,375000.0,375000.0,375000.0,366117.48,375000.0,368566.95,,,,,
0.153,10652,375000.0,362349.96,375000.0,375000.0,375000.0,366067.1,375000.0,368507.42,,,,,
0.154,10653,375000.0,362454.93,375000.0,375000.0,375000.0,366010.71,375000.0,368440.71,,,,,
0.155,10654,375000.0,362588.9,375000.0,375000.0,375000.0,365928.68,375000.0,368348.18,,,,,
0.156,10655,375000.0,362751.52,375000.0,375000.0,375000.0,365808.06,375000.0,368217.78,,,,,
0.157,10656,375000.0,362934.02,375000.0,375000.0,375000.0,365651.75,375000.0,368053.16,,,,,
